,date,dateTime,open,high,low,close,volume
0,2024-02-05 15:45:00,1707144300000,2323.88000000,2325.86000000,2317.29000000,2319.03000000,3432.73180000
1,2024-02-05 16:00:00,1707145200000,2319.03000000,2319.03000000,2309.56000000,2313.27000000,4818.61420000
2,2024-02-05 16:15:00,1707146100000,2313.27000000,2313.59000000,2305.58000000,2308.83000000,4072.58450000
3,2024-02-05 16:30:00,1707147000000,2308.83000000,2313.33000000,2302.08000000,2304.12000000,3717.60330000
4,2024-02-05 16:45:00,1707147900000,2304.13000000,2308.95000000,2294.21000000,2298.71000000,6936.83450000
5,2024-02-05 17:00:00,1707148800000,2298.72000000,2300.75000000,2291.00000000,2297.48000000,6099.48430000
6,2024-02-05 17:15:00,1707149700000,2297.48000000,2300.47000000,2291.00000000,2292.93000000,5457.33530000
7,2024-02-05 17:30:00,1707150600000,2292.93000000,2297.50000000,2292.65000000,2294.25000000,3751.81170000
8,2024-02-05 17:45:00,1707151500000,2294.24000000,2302.54000000,2294.24000000,2301.54000000,2458.11870000
9,2024-02-05 18:00:00,1707152400000,2301.55000000,2303.11000000,2298.81000000,2302.86000000,1468.78370000
10,2024-02-05 18:15:00,1707153300000,2302.86000000,2303.13000000,2297.22000000,2298.89000000,1384.64480000
11,2024-02-05 18:30:00,1707154200000,2298.89000000,2306.80000000,2298.89000000,2306.68000000,1850.61800000
12,2024-02-05 18:45:00,1707155100000,2306.68000000,2307.51000000,2300.60000000,2302.36000000,1336.22640000
13,2024-02-05 19:00:00,1707156000000,2302.36000000,2304.97000000,2297.73000000,2297.90000000,1783.14890000
14,2024-02-05 19:15:00,1707156900000,2297.89000000,2297.90000000,2294.63000000,2296.35000000,1958.27000000
15,2024-02-05 19:30:00,1707157800000,2296.35000000,2298.08000000,2295.00000000,2297.61000000,1456.42810000
16,2024-02-05 19:45:00,1707158700000,2297.60000000,2302.20000000,2297.01000000,2301.19000000,1694.18700000
17,2024-02-05 20:00:00,1707159600000,2301.19000000,2306.03000000,2300.52000000,2305.17000000,1738.00680000
18,2024-02-05 20:15:00,1707160500000,2305.17000000,2312.56000000,2305.03000000,2308.38000000,4106.62360000
19,2024-02-05 20:30:00,1707161400000,2308.39000000,2309.33000000,2303.93000000,2304.41000000,2394.46150000
20,2024-02-05 20:45:00,1707162300000,2304.41000000,2307.00000000,2303.49000000,2304.48000000,1226.11700000
21,2024-02-05 21:00:00,1707163200000,2304.49000000,2305.99000000,2294.01000000,2294.15000000,2756.61510000
22,2024-02-05 21:15:00,1707164100000,2294.16000000,2296.80000000,2283.63000000,2288.28000000,6997.31060000
23,2024-02-05 21:30:00,1707165000000,2288.28000000,2292.95000000,2286.01000000,2290.80000000,2736.96080000
24,2024-02-05 21:45:00,1707165900000,2290.81000000,2296.20000000,2288.88000000,2294.62000000,2255.91610000
25,2024-02-05 22:00:00,1707166800000,2294.63000000,2294.63000000,2288.49000000,2289.80000000,2455.96640000
26,2024-02-05 22:15:00,1707167700000,2289.79000000,2291.41000000,2286.02000000,2288.23000000,955.43380000
27,2024-02-05 22:30:00,1707168600000,2288.24000000,2295.71000000,2286.74000000,2292.69000000,2376.84180000
28,2024-02-05 22:45:00,1707169500000,2292.69000000,2293.26000000,2287.30000000,2289.09000000,1664.10610000
29,2024-02-05 23:00:00,1707170400000,2289.10000000,2296.00000000,2286.24000000,2293.83000000,2747.44070000
30,2024-02-05 23:15:00,1707171300000,2293.82000000,2295.80000000,2289.06000000,2289.81000000,1461.48010000
31,2024-02-05 23:30:00,1707172200000,2289.81000000,2293.01000000,2287.42000000,2293.00000000,1497.75930000
32,2024-02-05 23:45:00,1707173100000,2293.00000000,2294.64000000,2293.00000000,2294.63000000,1046.08640000
33,2024-02-06 00:00:00,1707174000000,2294.63000000,2294.98000000,2291.64000000,2291.88000000,1800.89530000
34,2024-02-06 00:15:00,1707174900000,2291.88000000,2299.15000000,2291.87000000,2298.22000000,2036.13780000
35,2024-02-06 00:30:00,1707175800000,2298.22000000,2301.31000000,2297.17000000,2301.02000000,1468.27200000
36,2024-02-06 00:45:00,1707176700000,2301.02000000,2302.16000000,2300.91000000,2301.83000000,643.84660000
37,2024-02-06 01:00:00,1707177600000,2301.84000000,2301.84000000,2299.00000000,2301.23000000,1716.36640000
